"Story","Title","Result","Date","Stability","Duration (s)"
"Register","register successful","SUCCESS","2023-09-22T15:51:53.95-05:00[America/Bogota]","0.0","53.15"
"Register","Successful registration","SUCCESS","2023-09-28T07:19:32.1647474-05:00[America/Bogota]","0.0","7.65"
"Register","Social Networks","PENDING","2023-09-28T07:19:39.8276274-05:00[America/Bogota]","0.0","0.04"
