"Story","Title","Result","Date","Stability","Duration (s)"
"login","Login Sucessfull","FAILURE","2023-09-27T11:38:44.7596959-05:00[America/Bogota]","0.0","5.54"
"utility navigation bar","It will be validated that the anchor element ""Booking.com"" redirects to the home page.","FAILURE","2023-09-28T08:25:25.8178933-05:00[America/Bogota]","0.0","31.71"
